po_id,order_date_key,delivery_date_key,supplier_key,item_category_key,order_status_key,compliance_key,quantity,unit_price,negotiated_price,defective_units,defective_units_filled,defective_units_missing,gross_po_value,negotiated_po_value,realized_savings,savings_rate_pct,defect_rate_pct,defective_cost_exposure,procurement_lead_time_days,non_compliant_flag,spend_at_risk,order_status_risk,currency_code,supplier,supplier_risk_score,supplier_segment,item_category,order_status,compliance,order_date,delivery_date
PO-00198,20220512,20220520,1,3,2,2,1070.0,29.14,26.63,24.0,24.0,0,31179.8,28494.1,2685.7000000000007,0.0861358956760467,0.022429906542056073,639.12,8.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-05-12,2022-05-20
PO-00199,20231107,20231126,5,5,3,2,145.0,47.49,42.76,6.0,6.0,0,6886.05,6200.2,685.8500000000004,0.09959991577174147,0.041379310344827586,256.56,19.0,0,0.0,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Partially Delivered,Yes,2023-11-07,2023-11-26
PO-00200,20230502,20230517,3,5,2,2,1973.0,59.73,54.95,291.0,291.0,0,117847.29,108416.35,9430.939999999988,0.08002678720910755,0.14749113025848962,15990.45,15.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2023-05-02,2023-05-17
PO-00201,20230717,20230801,4,3,2,2,1807.0,78.63,73.08,100.0,100.0,0,142084.41,132055.56,10028.850000000006,0.07058374666157959,0.05534034311012728,7308.0,15.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Delivered,Yes,2023-07-17,2023-08-01
PO-00202,20220619,20220620,4,1,2,2,534.0,13.88,12.51,100.0,100.0,0,7411.92,6680.34,731.5799999999999,0.09870317002881843,0.18726591760299627,1251.0,1.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2022-06-19,2022-06-20
PO-00203,20220929,20221014,1,1,2,2,1480.0,85.22,75.48,100.0,100.0,0,126125.59999999999,111710.40000000001,14415.199999999983,0.11429241961980742,0.06756756756756757,7548.0,15.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Electronics,Delivered,Yes,2022-09-29,2022-10-14
PO-00204,20230625,,1,3,2,2,280.0,72.16,62.38,100.0,100.0,0,20204.8,17466.4,2738.399999999998,0.1355321507760531,0.35714285714285715,6238.0,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2023-06-25,
PO-00205,20230914,20230920,2,3,1,2,798.0,19.09,17.76,100.0,100.0,0,15233.82,14172.480000000001,1061.3399999999983,0.06966998428496585,0.12531328320802004,1776.0000000000002,6.0,0,0.0,1.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Cancelled,Yes,2023-09-14,2023-09-20
PO-00206,20230310,20230322,4,1,2,2,1728.0,94.83,90.2,100.0,100.0,0,163866.24,155865.6,8000.639999999985,0.048824211747337254,0.05787037037037037,9020.0,12.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2023-03-10,2023-03-22
PO-00207,20220805,,4,2,2,2,1244.0,96.13,84.78,43.0,43.0,0,119585.72,105466.32,14119.399999999994,0.11806928118173302,0.03456591639871383,3645.54,,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Delivered,Yes,2022-08-05,
PO-00208,20230707,20230721,2,3,2,1,590.0,16.89,15.56,46.0,46.0,0,9965.1,9180.4,784.7000000000007,0.07874481941977508,0.07796610169491526,715.76,14.0,1,9180.4,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,No,2023-07-07,2023-07-21
PO-00209,20231208,20231223,3,4,2,2,1109.0,38.93,33.33,152.0,152.0,0,43173.37,36962.97,6210.4000000000015,0.14384793218597486,0.13706041478809738,5066.16,15.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-12-08,2023-12-23
PO-00210,20220725,20220801,2,2,2,2,574.0,85.03,82.55,54.0,54.0,0,48807.22,47383.7,1423.520000000004,0.02916617664353766,0.09407665505226481,4457.7,7.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Delivered,Yes,2022-07-25,2022-08-01
PO-00211,20240101,,5,3,2,2,1233.0,86.62,76.59,65.0,65.0,0,106802.46,94435.47,12366.990000000005,0.11579311937196957,0.05271695052716951,4978.35,,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Office Supplies,Delivered,Yes,2024-01-01,
PO-00212,20221116,20221120,5,4,2,1,1912.0,27.94,25.59,83.0,83.0,0,53421.28,48928.08,4493.199999999997,0.08410880458124548,0.043410041841004186,2123.97,4.0,1,48928.08,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,No,2022-11-16,2022-11-20
PO-00213,20230213,20230304,1,4,2,1,1772.0,30.72,27.76,46.0,46.0,0,54435.84,49190.72,5245.119999999995,0.09635416666666659,0.025959367945823927,1276.96,19.0,1,49190.72,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,No,2023-02-13,2023-03-04
PO-00214,20231119,20231129,2,3,2,2,1316.0,48.11,41.9,135.0,135.0,0,63312.76,55140.4,8172.360000000001,0.12907919351486177,0.10258358662613981,5656.5,10.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2023-11-19,2023-11-29
PO-00215,20231028,,2,3,2,2,1159.0,59.24,58.08,,0.0,1,68659.16,67314.72,1344.4400000000023,0.0195813639432816,0.0,0.0,,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2023-10-28,
PO-00216,20230118,20230131,1,3,2,2,1869.0,69.58,67.5,31.0,31.0,0,130045.02,126157.5,3887.520000000004,0.029893647599885054,0.01658640984483681,2092.5,13.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2023-01-18,2023-01-31
PO-00217,20230325,20230413,3,4,2,2,627.0,46.23,42.87,,0.0,1,28986.21,26879.489999999998,2106.720000000001,0.07268007787151205,0.0,0.0,19.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-03-25,2023-04-13
PO-00218,20230614,20230616,2,5,4,1,731.0,56.02,54.78,70.0,70.0,0,40950.62,40044.18,906.4400000000023,0.022134951802927582,0.09575923392612859,3834.6,2.0,1,40044.18,0.5,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Pending,No,2023-06-14,2023-06-16
PO-00219,20230408,,4,3,1,2,606.0,83.07,79.22,16.0,16.0,0,50340.42,48007.32,2333.0999999999985,0.046346454797158994,0.026402640264026403,1267.52,,0,0.0,1.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Cancelled,Yes,2023-04-08,
PO-00220,20220504,20220514,2,3,2,2,1647.0,13.57,12.33,157.0,157.0,0,22349.79,20307.51,2042.2800000000025,0.0913780397936626,0.09532483302975106,1935.81,10.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2022-05-04,2022-05-14
PO-00221,20220911,20220919,3,2,2,2,1062.0,34.03,30.46,,0.0,1,36139.86,32348.52,3791.34,0.10490743461651485,0.0,0.0,8.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2022-09-11,2022-09-19
PO-00222,20220819,20220831,2,3,2,1,695.0,76.8,69.76,,0.0,1,53376.0,48483.200000000004,4892.799999999996,0.09166666666666659,0.0,0.0,12.0,1,48483.200000000004,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,No,2022-08-19,2022-08-31
PO-00223,20220307,20220314,4,2,2,2,845.0,91.47,86.97,,0.0,1,77292.15,73489.65,3802.5,0.04919645785503444,0.0,0.0,7.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Delivered,Yes,2022-03-07,2022-03-14
PO-00224,20221213,20221218,5,2,2,2,1101.0,59.13,52.51,54.0,54.0,0,65102.130000000005,57813.509999999995,7288.62000000001,0.11195670556401165,0.04904632152588556,2835.54,5.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2022-12-13,2022-12-18
PO-00225,20220122,20220124,5,5,2,2,1693.0,57.89,49.84,88.0,88.0,0,98007.77,84379.12000000001,13628.649999999994,0.13905683192261178,0.05197873597164796,4385.92,2.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Delivered,Yes,2022-01-22,2022-01-24
PO-00226,20230826,20230910,3,3,1,1,1629.0,21.51,19.41,250.0,250.0,0,35039.79,31618.89,3420.9000000000015,0.09762900976290101,0.1534683855125844,4852.5,15.0,1,31618.89,1.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Cancelled,No,2023-08-26,2023-09-10
PO-00227,20230722,20230803,3,5,2,2,1413.0,54.79,50.42,,0.0,1,77418.27,71243.46,6174.809999999998,0.0797590801241102,0.0,0.0,12.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2023-07-22,2023-08-03
PO-00228,20220824,20220827,4,4,2,2,1871.0,59.96,58.54,47.0,47.0,0,112185.16,109528.34,2656.820000000007,0.02368245496998005,0.02512025654730091,2751.38,3.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Delivered,Yes,2022-08-24,2022-08-27
PO-00229,20230826,,5,5,2,2,1404.0,34.85,30.5,78.0,78.0,0,48929.4,42822.0,6107.4000000000015,0.12482065997130562,0.05555555555555555,2379.0,,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Delivered,Yes,2023-08-26,
PO-00230,20220814,20220828,5,1,2,2,1713.0,35.43,34.11,74.0,74.0,0,60691.59,58430.43,2261.159999999996,0.03725656223539368,0.04319906596614127,2524.14,14.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Delivered,Yes,2022-08-14,2022-08-28
PO-00231,20220108,20220113,5,1,2,2,1579.0,43.96,43.41,74.0,74.0,0,69412.84,68544.39,868.4499999999971,0.012511373976342088,0.046865104496516784,3212.3399999999997,5.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Delivered,Yes,2022-01-08,2022-01-13
PO-00232,20220314,20220326,5,1,2,2,1421.0,11.92,11.72,76.0,76.0,0,16938.32,16654.120000000003,284.1999999999971,0.016778523489932716,0.05348346235045742,890.72,12.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Delivered,Yes,2022-03-14,2022-03-26
PO-00233,20231226,20240104,4,2,2,2,1546.0,43.47,37.37,53.0,53.0,0,67204.62,57774.02,9430.599999999999,0.1403266620657925,0.03428201811125485,1980.61,9.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Delivered,Yes,2023-12-26,2024-01-04
PO-00234,20231009,20231018,3,1,2,2,1304.0,32.08,29.36,,0.0,1,41832.32,38285.44,3546.8799999999974,0.08478802992518697,0.0,0.0,9.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,Yes,2023-10-09,2023-10-18
PO-00235,20220302,,3,5,2,2,239.0,39.87,35.47,32.0,32.0,0,9528.93,8477.33,1051.6000000000004,0.1103586656634061,0.13389121338912133,1135.04,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Raw Materials,Delivered,Yes,2022-03-02,
PO-00236,20220823,,1,3,2,2,1298.0,21.51,20.83,,0.0,1,27919.980000000003,27037.339999999997,882.6400000000067,0.031613203161320554,0.0,0.0,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-08-23,
PO-00237,20220311,,3,2,2,2,1458.0,91.05,81.56,220.0,220.0,0,132750.9,118914.48000000001,13836.419999999984,0.10422844590884117,0.15089163237311384,17943.2,,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,Yes,2022-03-11,
PO-00238,20220202,20220213,5,2,2,2,1450.0,63.74,59.11,71.0,71.0,0,92423.0,85709.5,6713.5,0.07263884530906808,0.04896551724137931,4196.81,11.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,MRO,Delivered,Yes,2022-02-02,2022-02-13
PO-00239,20221205,20221220,2,1,2,2,1356.0,75.03,63.86,131.0,131.0,0,101740.68000000001,86594.16,15146.520000000004,0.14887378381980543,0.09660766961651918,8365.66,15.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Delivered,Yes,2022-12-05,2022-12-20
PO-00240,20220314,,5,4,2,2,682.0,81.84,71.86,40.0,40.0,0,55814.880000000005,49008.52,6806.360000000008,0.12194525904203336,0.05865102639296188,2874.4,,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2022-03-14,
PO-00241,20230611,20230619,5,4,2,2,677.0,59.52,55.29,39.0,39.0,0,40295.04,37431.33,2863.709999999999,0.07106854838709675,0.05760709010339734,2156.31,8.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2023-06-11,2023-06-19
PO-00242,20220901,20220914,3,3,2,2,1022.0,18.54,16.55,150.0,150.0,0,18947.879999999997,16914.100000000002,2033.7799999999952,0.10733549083063622,0.14677103718199608,2482.5,13.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,Yes,2022-09-01,2022-09-14
PO-00243,20221013,,1,5,2,2,1818.0,60.96,57.13,41.0,41.0,0,110825.28,103862.34000000001,6962.939999999988,0.0628280839895012,0.022552255225522552,2342.33,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Raw Materials,Delivered,Yes,2022-10-13,
PO-00244,20231117,20231129,4,1,2,2,1332.0,69.73,63.8,41.0,41.0,0,92880.36,84981.59999999999,7898.760000000009,0.0850423060375736,0.03078078078078078,2615.7999999999997,12.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2023-11-17,2023-11-29
PO-00245,20230513,20230526,2,5,2,2,1432.0,83.26,77.67,174.0,174.0,0,119228.32,111223.44,8004.880000000005,0.06713908239250543,0.12150837988826815,13514.58,13.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Delivered,Yes,2023-05-13,2023-05-26
PO-00246,20220808,20220826,2,4,4,1,759.0,50.56,46.47,63.0,63.0,0,38375.04,35270.729999999996,3104.310000000005,0.08089398734177228,0.08300395256916997,2927.61,18.0,1,35270.729999999996,0.5,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Pending,No,2022-08-08,2022-08-26
PO-00247,20230707,20230719,1,4,2,2,1529.0,23.42,22.44,30.0,30.0,0,35809.18,34310.76,1498.4199999999983,0.041844577284372284,0.01962066710268149,673.2,12.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,Yes,2023-07-07,2023-07-19
PO-00248,20220516,20220525,5,1,2,2,1484.0,36.25,31.8,61.0,61.0,0,53795.0,47191.200000000004,6603.799999999996,0.1227586206896551,0.04110512129380054,1939.8,9.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Electronics,Delivered,Yes,2022-05-16,2022-05-25
PO-00249,20230808,20230820,4,4,2,2,698.0,46.73,45.61,15.0,15.0,0,32617.539999999997,31835.78,781.7599999999984,0.02396747271560021,0.02148997134670487,684.15,12.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Delivered,Yes,2023-08-08,2023-08-20
PO-00250,20230814,20230822,4,4,4,2,367.0,74.61,71.36,13.0,13.0,0,27381.87,26189.12,1192.75,0.04355984452486262,0.035422343324250684,927.68,8.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Packaging,Pending,Yes,2023-08-14,2023-08-22
PO-00251,20230430,20230520,4,3,3,2,1750.0,65.97,58.34,50.0,50.0,0,115447.5,102095.0,13352.5,0.11565863271183871,0.02857142857142857,2917.0,20.0,0,0.0,0.7,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Partially Delivered,Yes,2023-04-30,2023-05-20
PO-00252,20220906,20220924,3,3,3,1,1298.0,43.73,37.21,,0.0,1,56761.53999999999,48298.58,8462.959999999992,0.14909672993368384,0.0,0.0,18.0,1,48298.58,0.7,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Partially Delivered,No,2022-09-06,2022-09-24
PO-00253,20230430,20230520,5,4,2,2,1892.0,106.2,96.37,93.0,93.0,0,200930.4,182332.04,18598.359999999986,0.09256120527306962,0.04915433403805497,8962.41,20.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2023-04-30,2023-05-20
PO-00254,20230221,20230224,2,1,2,2,1307.0,68.71,60.64,141.0,141.0,0,89803.96999999999,79256.48,10547.48999999999,0.11745015281618387,0.10788064269319052,8550.24,3.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Delivered,Yes,2023-02-21,2023-02-24
PO-00255,20220714,20220729,2,1,2,2,733.0,32.29,29.01,78.0,78.0,0,23668.57,21264.33,2404.239999999998,0.1015794363580055,0.10641200545702592,2262.78,15.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Delivered,Yes,2022-07-14,2022-07-29
PO-00256,20220407,,5,4,2,2,713.0,19.45,18.82,31.0,31.0,0,13867.85,13418.66,449.1900000000005,0.03239074550128538,0.043478260869565216,583.42,,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Delivered,Yes,2022-04-07,
PO-00257,20220410,20220424,2,4,2,2,1900.0,24.11,23.45,188.0,188.0,0,45809.0,44555.0,1254.0,0.027374533388635422,0.09894736842105263,4408.599999999999,14.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Delivered,Yes,2022-04-10,2022-04-24
PO-00258,20231106,20231108,3,2,1,1,1447.0,35.67,35.07,224.0,224.0,0,51614.490000000005,50746.29,868.2000000000044,0.016820857863751135,0.15480304077401522,7855.68,2.0,1,50746.29,1.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Cancelled,No,2023-11-06,2023-11-08
PO-00259,20230318,,4,3,2,2,1745.0,26.17,22.25,55.0,55.0,0,45666.65,38826.25,6840.4000000000015,0.14978983568972107,0.03151862464183381,1223.75,,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Office Supplies,Delivered,Yes,2023-03-18,
PO-00260,20221229,20230114,2,3,2,2,1681.0,28.26,26.62,143.0,143.0,0,47505.060000000005,44748.22,2756.840000000004,0.05803255484784155,0.08506841165972635,3806.6600000000003,16.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2022-12-29,2023-01-14
PO-00261,20230310,20230318,3,1,2,2,1545.0,38.15,36.96,214.0,214.0,0,58941.75,57103.200000000004,1838.5499999999956,0.03119266055045864,0.13851132686084142,7909.4400000000005,8.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Electronics,Delivered,Yes,2023-03-10,2023-03-18
PO-00262,20230225,20230302,4,5,2,2,1306.0,27.27,25.96,39.0,39.0,0,35614.62,33903.76,1710.8600000000006,0.04803813714704805,0.02986217457886677,1012.44,5.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Raw Materials,Delivered,Yes,2023-02-25,2023-03-02
PO-00263,20230424,20230506,5,5,2,2,1765.0,97.51,84.3,65.0,65.0,0,172105.15000000002,148789.5,23315.650000000023,0.13547328479130358,0.036827195467422094,5479.5,12.0,0,0.0,0.0,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Delivered,Yes,2023-04-24,2023-05-06
PO-00264,20220225,20220315,5,4,1,2,1186.0,17.31,16.0,64.0,64.0,0,20529.66,18976.0,1553.6599999999999,0.07567879838243789,0.05396290050590219,1024.0,18.0,0,0.0,1.0,USD,Gamma_Co,0.19054963293128563,Strategic,Packaging,Cancelled,Yes,2022-02-25,2022-03-15
PO-00265,20231121,20231126,3,4,2,2,1903.0,63.5,56.09,254.0,254.0,0,120840.5,106739.27,14101.229999999996,0.11669291338582674,0.13347346295323173,14246.86,5.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Packaging,Delivered,Yes,2023-11-21,2023-11-26
PO-00266,20231101,20231105,3,2,2,1,1570.0,52.1,47.87,,0.0,1,81797.0,75155.9,6641.100000000006,0.08119001919385804,0.0,0.0,4.0,1,75155.9,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,No,2023-11-01,2023-11-05
PO-00267,20231024,20231113,3,2,2,1,491.0,108.75,93.35,,0.0,1,53396.25,45834.85,7561.4000000000015,0.14160919540229888,0.0,0.0,20.0,1,45834.85,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,MRO,Delivered,No,2023-10-24,2023-11-13
PO-00268,20220411,20220420,2,1,3,2,613.0,20.38,20.17,58.0,58.0,0,12492.939999999999,12364.210000000001,128.72999999999774,0.010304219823356052,0.09461663947797716,1169.8600000000001,9.0,0,0.0,0.7,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Partially Delivered,Yes,2022-04-11,2022-04-20
PO-00269,20220304,20220316,5,5,3,2,1341.0,46.27,43.94,63.0,63.0,0,62048.07000000001,58923.53999999999,3124.5300000000134,0.05035660255024875,0.04697986577181208,2768.22,12.0,0,0.0,0.7,USD,Gamma_Co,0.19054963293128563,Strategic,Raw Materials,Partially Delivered,Yes,2022-03-04,2022-03-16
PO-00270,20230217,20230304,2,2,3,2,1583.0,103.57,89.38,164.0,164.0,0,163951.31,141488.53999999998,22462.77000000002,0.1370087863280874,0.10360075805432722,14658.32,15.0,0,0.0,0.7,USD,Beta_Supplies,0.7578537370694345,Governance Risk,MRO,Partially Delivered,Yes,2023-02-17,2023-03-04
PO-00271,20221214,,2,5,1,2,1880.0,92.73,90.78,173.0,173.0,0,174332.4,170666.4,3666.0,0.021028793270786154,0.09202127659574467,15704.94,,0,0.0,1.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Raw Materials,Cancelled,Yes,2022-12-14,
PO-00272,20220422,20220426,4,2,2,2,1459.0,84.79,82.72,47.0,47.0,0,123708.61000000002,120688.48,3020.130000000019,0.024413256280221878,0.03221384509938314,3887.84,4.0,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Delivered,Yes,2022-04-22,2022-04-26
PO-00273,20220912,,3,3,2,1,1460.0,34.54,31.87,208.0,208.0,0,50428.4,46530.200000000004,3898.199999999997,0.07730167921250718,0.14246575342465753,6628.96,,1,46530.200000000004,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,No,2022-09-12,
PO-00274,20220716,20220728,2,4,3,2,1186.0,26.14,24.78,112.0,112.0,0,31002.04,29389.08,1612.9599999999991,0.052027543993879086,0.09443507588532883,2775.36,12.0,0,0.0,0.7,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Packaging,Partially Delivered,Yes,2022-07-16,2022-07-28
PO-00275,20220714,20220723,4,2,4,2,1686.0,72.28,65.21,53.0,53.0,0,121864.08,109944.05999999998,11920.020000000019,0.09781405644715012,0.03143534994068802,3456.1299999999997,9.0,0,0.0,0.5,USD,Epsilon_Group,0.29372221218512873,Cost Trap,MRO,Pending,Yes,2022-07-14,2022-07-23
PO-00276,20230704,20230708,1,2,2,2,1698.0,102.07,100.69,28.0,28.0,0,173314.86,170971.62,2343.2399999999907,0.013520133241892766,0.016489988221436984,2819.3199999999997,4.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,MRO,Delivered,Yes,2023-07-04,2023-07-08
PO-00277,20230405,,4,1,2,2,1001.0,64.62,55.7,32.0,32.0,0,64684.62,55755.700000000004,8928.919999999998,0.1380377592076756,0.03196803196803197,1782.4,,0,0.0,0.0,USD,Epsilon_Group,0.29372221218512873,Cost Trap,Electronics,Delivered,Yes,2023-04-05,
PO-00278,20220524,20220527,1,3,2,2,1154.0,62.67,54.11,25.0,25.0,0,72321.18000000001,62442.94,9878.240000000005,0.13658847933620558,0.021663778162911613,1352.75,3.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-05-24,2022-05-27
PO-00279,20230309,20230329,1,4,1,1,748.0,37.66,32.71,,0.0,1,28169.679999999997,24467.08,3702.599999999995,0.1314391927774826,0.0,0.0,20.0,1,24467.08,1.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Cancelled,No,2023-03-09,2023-03-29
PO-00280,20220707,,1,3,2,2,162.0,81.63,78.76,2.0,2.0,0,13224.06,12759.12,464.9399999999987,0.03515864265588622,0.012345679012345678,157.52,,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Office Supplies,Delivered,Yes,2022-07-07,
PO-00281,20221013,20221024,1,4,2,2,51.0,28.04,24.13,0.0,0.0,0,1430.04,1230.6299999999999,199.41000000000008,0.1394436519258203,0.0,0.0,11.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Packaging,Delivered,Yes,2022-10-13,2022-10-24
PO-00282,20230419,20230424,3,3,2,2,691.0,42.07,39.1,106.0,106.0,0,29070.37,27018.100000000002,2052.269999999997,0.07059662467316366,0.15340086830680175,4144.6,5.0,0,0.0,0.0,USD,Delta_Logistics,0.9031805225144132,Governance Risk,Office Supplies,Delivered,Yes,2023-04-19,2023-04-24
PO-00283,20220913,20220920,2,3,2,1,269.0,50.22,45.75,32.0,32.0,0,13509.18,12306.75,1202.4300000000003,0.0890083632019116,0.11895910780669144,1464.0,7.0,1,12306.75,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,No,2022-09-13,2022-09-20
PO-00284,20220319,20220406,2,1,4,2,1639.0,56.24,55.4,147.0,147.0,0,92177.36,90800.59999999999,1376.7600000000093,0.014935988620199247,0.0896888346552776,8143.8,18.0,0,0.0,0.5,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Electronics,Pending,Yes,2022-03-19,2022-04-06
PO-00285,20230330,20230406,1,5,2,2,904.0,34.04,30.06,26.0,26.0,0,30772.16,27174.239999999998,3597.920000000002,0.1169212690951822,0.028761061946902654,781.56,7.0,0,0.0,0.0,USD,Alpha_Inc,0.15765834625800831,Strategic,Raw Materials,Delivered,Yes,2023-03-30,2023-04-06
PO-00286,20230718,20230726,2,3,2,2,1809.0,22.17,19.65,,0.0,1,40105.530000000006,35546.85,4558.680000000008,0.11366711772665782,0.0,0.0,8.0,0,0.0,0.0,USD,Beta_Supplies,0.7578537370694345,Governance Risk,Office Supplies,Delivered,Yes,2023-07-18,2023-07-26
