material_description,material_type,eoq_units,reorder_point_units,avg_inventory_units,avg_lead_time_days,inventory_turnover,avg_inventory_value,carrying_cost,currency_code
Cupcake Merlot,raw_material,0.0,0.0,8.5,5.5,,127.33,25.466,USD
Cupcake Moscato,raw_material,0.0,0.0,3.25,8.5,,48.685,9.737000000000002,USD
Cupcake Petit Sirah Cal,raw_material,0.0,0.0,7.0,7.0,,52.43,10.486,USD
Cupcake Pnt Grigio,raw_material,0.0,0.0,20.0,6.0,,299.6,59.92000000000001,USD
Cupcake Pnt Nr,raw_material,0.0,0.0,20.375,7.5,,610.435,122.08700000000002,USD
Cupcake Prosecco,raw_material,0.0,0.0,6.538461538461538,7.615384615384615,,2456.45,491.29,USD
Cupcake Red Velvet,raw_material,0.0,0.0,26.333333333333332,7.666666666666667,,591.71,118.34200000000001,USD
Cupcake Riesling,raw_material,0.0,0.0,7.55,7.7,,565.495,113.099,USD
Cupcake Shiraz,raw_material,0.0,0.0,9.0,8.666666666666666,,202.23000000000002,40.446,USD
Cupcake Svgn Bl,raw_material,0.0,0.0,27.666666666666668,7.0,,621.6700000000001,124.33400000000002,USD
Cusumano Nero D'Avola Sicily,raw_material,0.0,0.0,7.8,8.8,,857.22,171.44400000000002,USD
Cutler Creek Chard,raw_material,0.0,0.0,14.0,7.0,,53.06,10.612000000000002,USD
Cutler Creek Merlot,raw_material,0.0,0.0,5.0,7.0,,18.95,3.79,USD
Cutler Creek Wh Znfdl,raw_material,0.0,0.0,4.0,7.0,,15.16,3.032,USD
Cuttings Cab Svgn,raw_material,0.0,0.0,4.3076923076923075,8.307692307692308,,2799.44,559.888,USD
Cutty Sark,raw_material,0.0,0.0,10.083333333333334,7.916666666666667,,2447.79,489.558,USD
Cuvaison Chard,raw_material,0.0,0.0,8.8,7.9,,2199.12,439.824,USD
Cuvee Aurora Rose Sparkling,raw_material,0.0,0.0,6.8,8.3,,1563.32,312.664,USD
Cuvee de Pena Rose,raw_material,0.0,0.0,11.125,6.375,,1067.1100000000001,213.42200000000003,USD
Cycles Gladiator Cab Svgn,raw_material,0.0,0.0,9.523809523809524,8.333333333333334,,2798.0,559.6,USD
Cycles Gladiator Chard,raw_material,0.0,0.0,6.568965517241379,8.413793103448276,,2284.0950000000003,456.819,USD
Cycles Gladiator Merlot,raw_material,0.0,0.0,9.80952380952381,9.333333333333334,,2881.94,576.388,USD
Cycles Gladiator Petite Sira,raw_material,0.0,0.0,4.75,8.166666666666666,,341.71500000000003,68.343,USD
Cycles Gladiator Pnt Nr,raw_material,0.0,0.0,8.25,8.1,,1154.175,230.835,USD
Cynar Liqueur,raw_material,0.0,0.0,4.0,10.0,,111.96,22.392,USD
Cyprus Cab Svgn,raw_material,0.0,0.0,11.5,8.0,,402.38500000000005,80.47700000000002,USD
Cyprus Chard,raw_material,0.0,0.0,7.0,7.0,,174.92999999999998,34.986,USD
Cyprus Pnt Nr,raw_material,0.0,0.0,10.0,8.0,,349.90000000000003,69.98,USD
Cyrus Cab Svgn Alex Vly,raw_material,0.0,0.0,4.75,8.5,,2089.62,417.92400000000004,USD
D Bosler Pnt Nr Casablanca,raw_material,0.0,0.0,18.0,8.0,,257.82,51.564,USD
D Cabirau CdRoussillon Rouge,raw_material,0.0,0.0,6.666666666666667,10.833333333333334,,759.5999999999999,151.92,USD
D Guillot Broux Blanc Les Ge,raw_material,0.0,0.0,5.7,9.4,,826.2149999999999,165.243,USD
D Guillot Broux Bourgogne,raw_material,0.0,0.0,4.25,9.25,,492.83,98.566,USD
D'Aquino Asti,raw_material,0.0,0.0,0.5,8.0,,3.995,0.799,USD
D'Arenberg Footbolt Shiraz,raw_material,0.0,0.0,7.6875,8.25,,1148.3849999999998,229.677,USD
D'Armailhac Pauillac 05,raw_material,0.0,0.0,1.1666666666666667,7.0,,969.465,193.89300000000003,USD
D'Arry's Original Shrz/Grnch,raw_material,0.0,0.0,16.071428571428573,6.892857142857143,,7645.499999999999,1529.1,USD
D'Usse VSOP Cognac,raw_material,0.0,0.0,4.38,7.8,,5364.405,1072.881,USD
D. Cohn Cab Svgn Bellacosa,raw_material,0.0,0.0,52.05,4.4,,14048.294999999998,2809.6589999999997,USD
D.des Senechaux CdP,raw_material,0.0,0.0,9.333333333333334,9.0,,1399.72,279.944,USD
D66 Grenache Catalanes,raw_material,0.0,0.0,9.192307692307692,9.692307692307692,,4420.305,884.061,USD
DBR Legende Brdx Rouge,raw_material,0.0,0.0,9.3,8.5,,1394.07,278.814,USD
DK Burst Blustery Peppermint,raw_material,0.0,0.0,101.66666666666667,7.666666666666667,,301.95,60.39,USD
DLD Syrah -Les Gosses,raw_material,0.0,0.0,6.0,6.8,,1799.4,359.88,USD
DUKE Kentucky Bourbon,raw_material,0.0,0.0,8.147058823529411,8.117647058823529,,5336.615,1067.323,USD
Da Vinci Chianti Tuscany,raw_material,0.0,0.0,12.5,7.333333333333333,,374.625,74.92500000000001,USD
Da Vinci Pnt Grigio,raw_material,0.0,0.0,8.875,8.25,,354.645,70.929,USD
Dachshund Rsl,raw_material,0.0,0.0,5.166666666666667,7.666666666666667,,223.84500000000003,44.769000000000005,USD
Dad's Hat Rye Whiskey,raw_material,0.0,0.0,1.0,8.0,,48.99,9.798000000000002,USD
Dalliance Chardonnay,raw_material,0.0,0.0,11.409090909090908,9.090909090909092,,1253.745,250.74900000000002,USD
Dalwhinnie 15-Yr Single Mal,raw_material,0.0,0.0,8.608695652173912,7.6521739130434785,,11482.02,2296.404,USD
Dalwhinnie 25 Yr Single Malt,raw_material,0.0,0.0,0.5,9.0,,674.985,134.997,USD
Dalwhinnie Distillers Edtion,raw_material,0.0,0.0,5.3,7.0,,1854.735,370.947,USD
Damilano 11 Brunate Barolo,raw_material,0.0,0.0,2.3333333333333335,7.666666666666667,,419.93,83.986,USD
Damilano Cannubi Barolo,raw_material,0.0,0.0,5.5,9.0,,439.945,87.989,USD
Damilano Lecinquevgne Barolo,raw_material,0.0,0.0,5.111111111111111,8.0,,1609.54,321.908,USD
Damrak Amsterdam Gin,raw_material,0.0,0.0,12.625,6.75,,899.4949999999999,179.899,USD
Dancing Bull Zabaco Cab Svgn,raw_material,0.0,0.0,9.625,8.25,,346.115,69.223,USD
Danzante Del Vnzi Pnt Grigio,raw_material,0.0,0.0,10.576923076923077,8.692307692307692,,1511.125,302.225,USD
Danziger Gold Vodka,raw_material,0.0,0.0,43.38235294117647,10.470588235294118,,11055.125,2211.025,USD
Daou Reserve Seventeen Forty,raw_material,0.0,0.0,1.8,6.6,,566.91,113.382,USD
Daou Rsv Cab Svgn,raw_material,0.0,0.0,2.9,6.2,,797.355,159.471,USD
Daou Soul of a Lion Red,raw_material,0.0,0.0,2.3333333333333335,6.0,,769.93,153.986,USD
Darioush Cab Franc Napa Vly,raw_material,0.0,0.0,2.5,7.0,,899.85,179.97,USD
Darioush Cab Svgn,raw_material,0.0,0.0,5.2,7.2,,2489.74,497.948,USD
Darioush Chard,raw_material,0.0,0.0,2.5,11.0,,124.97500000000001,24.995000000000005,USD
Darioush Merlot Napa Valley,raw_material,0.0,0.0,1.8333333333333333,7.333333333333333,,329.945,65.989,USD
DarkHorse Pnt Nr,raw_material,0.0,0.0,6.107142857142857,8.071428571428571,,683.145,136.62900000000002,USD
Darkhorse Cab Svgn,raw_material,0.0,0.0,7.0,7.428571428571429,,783.02,156.604,USD
Darkhorse Chard,raw_material,0.0,0.0,8.571428571428571,7.571428571428571,,958.8,191.76,USD
Darkhorse Merlot,raw_material,0.0,0.0,7.208333333333333,7.666666666666667,,691.135,138.227,USD
Darkhorse Red,raw_material,0.0,0.0,8.7,7.6,,1042.695,208.53900000000002,USD
Darkhorse Svgn Bl,raw_material,0.0,0.0,5.979166666666667,9.166666666666666,,1125.565,225.113,USD
Darnley's View Gin,raw_material,0.0,0.0,6.5,8.333333333333334,,843.6099999999999,168.722,USD
Darting Rsl Kab,raw_material,0.0,0.0,5.833333333333333,9.0,,594.65,118.93,USD
David Bruce Pnt Nr RRV,raw_material,0.0,0.0,5.111111111111111,7.444444444444445,,1839.54,367.908,USD
David Bruce Pnt Nr Sonoma,raw_material,0.0,0.0,6.0625,7.875,,1606.015,321.20300000000003,USD
David Girard Vyds Code Rouge,raw_material,0.0,0.0,7.181818181818182,8.727272727272727,,947.21,189.442,USD
Davis Bynum Jane's Vyd Pnt,raw_material,0.0,0.0,16.15,7.5,,4843.384999999999,968.677,USD
Davis Bynum River West Chard,raw_material,0.0,0.0,26.214285714285715,7.571428571428571,,2383.665,476.733,USD
De Gregorio Rahana Chard DOC,raw_material,0.0,0.0,6.0,6.0,,43.74,8.748000000000001,USD
De Loach Cab Svgn Cal,raw_material,0.0,0.0,7.625,8.5,,304.69500000000005,60.93900000000001,USD
De Loach Chard Cal,raw_material,0.0,0.0,10.2,8.2,,509.49,101.89800000000001,USD
De Loach Merlot Cal,raw_material,0.0,0.0,28.5,9.25,,1138.86,227.77200000000002,USD
De Loach Pnt Nr,raw_material,0.0,0.0,8.25,8.75,,329.67,65.934,USD
De Loach Russian River Chard,raw_material,0.0,0.0,14.833333333333334,9.11111111111111,,2606.665,521.333,USD
De Martino Carmenere Estate,raw_material,0.0,0.0,7.333333333333333,8.666666666666666,,263.78000000000003,52.75600000000001,USD
De Villaine Bouzeron Aligot,raw_material,0.0,0.0,5.5,6.0,,101.695,20.339,USD
DeKuyper Amaretto,raw_material,0.0,0.0,2.5,6.666666666666667,,67.425,13.485,USD
DeKuyper Anisette,raw_material,0.0,0.0,5.95,7.8,,974.8100000000001,194.96200000000002,USD
DeKuyper Apricot Brandy,raw_material,0.0,0.0,6.0,6.0,,47.94,9.588,USD
DeKuyper Blackberry Brandy,raw_material,0.0,0.0,9.0,7.5,,179.82,35.964,USD
DeKuyper Blue Curacao,raw_material,0.0,0.0,8.333333333333334,8.666666666666666,,224.75,44.95,USD
DeKuyper Buttershots,raw_material,0.0,0.0,2.5,10.0,,32.475,6.495000000000001,USD
DeKuyper Buttershots Schnaps,raw_material,0.0,0.0,7.75,8.25,,464.69,92.93800000000002,USD
DeKuyper Buttershots Schnpps,raw_material,0.0,0.0,27.7,9.6,,392.115,78.423,USD
DeKuyper Cane Trial Pack,raw_material,0.0,0.0,0.25,8.9,,14.95,2.9900000000000007,USD
DeKuyper Cherry Brandy,raw_material,0.0,0.0,5.333333333333333,9.333333333333334,,159.84,31.968000000000004,USD
DeKuyper Coffee Brandy,raw_material,0.0,0.0,5.5,8.0,,109.89,21.978,USD
DeKuyper Cranberry,raw_material,0.0,0.0,9.5,9.0,,246.81,49.36200000000001,USD
DeKuyper Creme de Cacao Whit,raw_material,0.0,0.0,6.75,7.0,,121.36500000000001,24.273,USD
DeKuyper Creme de Cassis,raw_material,0.0,0.0,7.1,9.6,,319.145,63.82900000000001,USD
DeKuyper Fleur Elderflower,raw_material,0.0,0.0,3.0,9.0,,119.93999999999998,23.988,USD
DeKuyper Grape Pucker,raw_material,0.0,0.0,2.5,8.333333333333334,,97.425,19.485000000000003,USD
DeKuyper Green Creme de Ment,raw_material,0.0,0.0,5.5,7.555555555555555,,494.50500000000005,98.90100000000001,USD
DeKuyper Hazelnut,raw_material,0.0,0.0,5.75,8.5,,103.38499999999999,20.677,USD
DeKuyper Hot Damn 100*,raw_material,0.0,0.0,8.75,8.214285714285714,,1346.275,269.255,USD
DeKuyper Hot Damn Cinnamon,raw_material,0.0,0.0,24.09090909090909,8.818181818181818,,1059.3500000000001,211.87,USD
DeKuyper Island Punch Pucker,raw_material,0.0,0.0,11.5,7.2,,746.9250000000001,149.385,USD
DeKuyper Melon,raw_material,0.0,0.0,7.5,7.0,,67.425,13.485,USD
DeKuyper Orange Curacao,raw_material,0.0,0.0,2.5,9.0,,22.475,4.495,USD
DeKuyper Peach Pucker,raw_material,0.0,0.0,1.0,12.0,,25.98,5.196000000000001,USD
DeKuyper Peachtree Schnapps,raw_material,0.0,0.0,6.1,7.5,,746.39,149.27800000000002,USD
DeKuyper Peachtree Trav,raw_material,0.0,0.0,7.5,7.666666666666667,,337.275,67.45500000000001,USD
DeKuyper Peppermint Schnapp,raw_material,0.0,0.0,8.583333333333334,7.333333333333333,,771.985,154.397,USD
DeKuyper Pineapple,raw_material,0.0,0.0,13.5,11.0,,175.365,35.073,USD
DeKuyper Razzmatazz,raw_material,0.0,0.0,8.346153846153847,8.307692307692308,,1005.415,201.083,USD
DeKuyper Red Apple Schnapps,raw_material,0.0,0.0,4.5,4.0,,49.455,9.891,USD
DeKuyper Root Beer Schnapps,raw_material,0.0,0.0,6.2,8.6,,340.69,68.138,USD
DeKuyper Sloe Gin,raw_material,0.0,0.0,7.0,5.0,,62.93,12.586,USD
DeKuyper Sour Apple Pucker,raw_material,0.0,0.0,6.5,7.6,,1154.025,230.805,USD
DeKuyper Spearmint Schnapps,raw_material,0.0,0.0,15.0,9.0,,194.85000000000002,38.970000000000006,USD
DeKuyper Strawberry Pucker,raw_material,0.0,0.0,12.0,8.0,,131.88,26.376,USD
DeKuyper Triple Sec,raw_material,0.0,0.0,9.5,8.0,,506.99,101.39800000000001,USD
DeKuyper Watermelon Pucker,raw_material,0.0,0.0,8.5,8.0,,603.405,120.68100000000001,USD
DeKuyper Wh Cr de Menthe,raw_material,0.0,0.0,10.61111111111111,8.666666666666666,,858.545,171.709,USD
DeKuyper White Creme de Ment,raw_material,0.0,0.0,3.0,5.0,,29.97,5.994,USD
DeLeon Platinum Tequila,raw_material,0.0,0.0,6.1,7.485714285714286,,9510.365,1902.073,USD
DeLeon Reposado Tequila,raw_material,0.0,0.0,5.157894736842105,7.315789473684211,,4609.02,921.8040000000001,USD
DeLille Cellars Chaleur Blnc,raw_material,0.0,0.0,6.0,8.0,,221.94,44.388000000000005,USD
DeLille Cellars D2,raw_material,0.0,0.0,15.5,7.0,,1301.69,260.338,USD
DeLille Cellars Doyenne AIX,raw_material,0.0,0.0,5.5,6.0,,214.44500000000002,42.88900000000001,USD
DeLille Cellars Gr Ciel Cab,raw_material,0.0,0.0,1.1666666666666667,8.5,,909.9300000000001,181.98600000000005,USD
DeLoach Est Vyd Chard,raw_material,0.0,0.0,2.0625,10.875,,775.335,155.067,USD
DeLoach Est Vyd Pnt Nr,raw_material,0.0,0.0,1.7222222222222223,10.88888888888889,,883.345,176.669,USD
DeLoach Ethans Vyd Znfdl,raw_material,0.0,0.0,16.62857142857143,8.428571428571429,,7560.18,1512.036,USD
DeLoach OFS Chard,raw_material,0.0,0.0,31.204545454545453,6.2727272727272725,,13723.134999999998,2744.627,USD
DeLoach Sonoma Cnty Chard,raw_material,0.0,0.0,27.975609756097562,8.536585365853659,,11458.53,2291.706,USD
DeLuze VS Cognac,raw_material,0.0,0.0,5.402777777777778,8.63888888888889,,4471.554999999999,894.311,USD
DeMorgenzon DMZ Cab Rose,raw_material,0.0,0.0,5.0,8.0,,59.95,11.990000000000002,USD
DeWetshof Bon Vallon Chard,raw_material,0.0,0.0,6.0,8.0,,113.94,22.788,USD
DeWetshof Limestone Hl Chard,raw_material,0.0,0.0,9.055555555555555,7.222222222222222,,1221.685,244.33700000000002,USD
Dead Bolt Red,raw_material,0.0,0.0,4.125,8.875,,296.67,59.334,USD
Deadbolt Red,raw_material,0.0,0.0,4.5,9.0,,53.955,10.791,USD
Deanston SM Virgin Oak,raw_material,0.0,0.0,6.055555555555555,8.444444444444445,,3301.9100000000003,660.3820000000001,USD
Death's Door Gin,raw_material,0.0,0.0,5.115384615384615,7.615384615384615,,1728.335,345.66700000000003,USD
Decoy Duckhorn Chard Sonoma,raw_material,0.0,0.0,19.833333333333332,8.380952380952381,,6836.174999999999,1367.235,USD
Decoy by Duckhorn Red,raw_material,0.0,0.0,18.0,6.5,,610.1999999999999,122.03999999999999,USD
Decoy by Duckhorn Red Sonoma,raw_material,0.0,0.0,23.825,8.65,,8076.674999999999,1615.335,USD
Deep Eddy Cranberry Vodka,raw_material,0.0,0.0,6.666666666666667,7.111111111111111,,1079.3999999999999,215.87999999999997,USD
Deep Eddy Lemon Vodka,raw_material,0.0,0.0,13.935897435897436,9.166666666666666,,5072.13,1014.426,USD
Deep Eddy Peach Vodka,raw_material,0.0,0.0,18.782608695652176,7.973913043478261,,16112.899999999998,3222.58,USD
Deep Eddy Ruby Red,raw_material,0.0,0.0,12.25,8.5,,2048.775,409.755,USD
Deep Eddy Ruby Red Vodka,raw_material,0.0,0.0,10.054945054945055,7.758241758241758,,8627.85,1725.57,USD
Deep Eddy Sweet Tea Vodka,raw_material,0.0,0.0,6.3,7.6,,571.685,114.337,USD
Deep Eddy Vodka,raw_material,0.0,0.0,7.25,6.75,,9948.15,1989.6299999999999,USD
Defesa Branco White Alentejo,raw_material,0.0,0.0,5.428571428571429,7.0,,493.62,98.72400000000002,USD
Defesa Rose Alentejo,raw_material,0.0,0.0,5.444444444444445,7.555555555555555,,636.51,127.30200000000002,USD
Defesa Tinto Red Alentejo,raw_material,0.0,0.0,6.0,9.125,,623.52,124.70400000000001,USD
Defiant American Single Malt,raw_material,0.0,0.0,3.203125,9.15625,,3893.9750000000004,778.7950000000001,USD
Dekuyper Blue Curacao,raw_material,0.0,0.0,4.930555555555555,8.416666666666666,,1240.7250000000001,248.14500000000004,USD
Dekuyper Orange Curacao,raw_material,0.0,0.0,5.930555555555555,8.527777777777779,,1492.365,298.473,USD
Dekuyper Peachtree Scnapps,raw_material,0.0,0.0,37.07575757575758,8.106060606060606,,2422.5299999999997,484.50600000000003,USD
Del Maguey Vida Mezcal,raw_material,0.0,0.0,1.5,7.0,,46.485,9.297,USD
Delamotte Bl de Bl Brut,raw_material,0.0,0.0,7.0,7.0,,349.86,69.972,USD
Delas Cotes du Rhone,raw_material,0.0,0.0,7.0,8.4,,454.65,90.93,USD
Delicious White P Vella B/B,raw_material,0.0,0.0,7.0,8.0,,104.93,20.986000000000004,USD
Delish Svgn Bl,raw_material,0.0,0.0,7.636363636363637,7.7272727272727275,,839.1600000000001,167.83200000000002,USD
Delord Bas-Armagnac 25 Yr,raw_material,0.0,0.0,2.2777777777777777,5.888888888888889,,1639.7949999999998,327.959,USD
Deneufbourg White 14,raw_material,0.0,0.0,6.833333333333333,11.833333333333334,,368.59000000000003,73.718,USD
Des Amis Rose,raw_material,0.0,0.0,5.875,5.25,,381.765,76.35300000000001,USD
Desert Wind Cab Svgn,raw_material,0.0,0.0,6.888888888888889,7.277777777777778,,1982.76,396.552,USD
Desert Wind Ruah Red,raw_material,0.0,0.0,7.75,8.0,,340.84499999999997,68.169,USD
Devils Spring Vodka,raw_material,0.0,0.0,2.5,9.0,,34.975,6.995000000000001,USD
Dewar's 15 Yr Old Rsv,raw_material,0.0,0.0,3.685185185185185,9.11111111111111,,4357.005,871.4010000000001,USD
Dewars 18 Yr Old Founders Rv,raw_material,0.0,0.0,5.931818181818182,7.409090909090909,,8481.195,1696.239,USD
Dewars Scratch Cask Scotch,raw_material,0.0,0.0,5.1875,7.125,,1037.085,207.417,USD
Dewars Special RSV 12-Year,raw_material,0.0,0.0,1.7307692307692308,8.923076923076923,,1214.775,242.955,USD
Dewars Special RSV 12-Yr,raw_material,0.0,0.0,12.535714285714286,8.571428571428571,,5263.245,1052.6490000000001,USD
Dewars Special Reserve 12 Yr,raw_material,0.0,0.0,4.844827586206897,7.724137931034483,,1825.095,365.019,USD
Dewars White Label,raw_material,0.0,0.0,27.321428571428573,8.928571428571429,,3957.275,791.455,USD
Dewars White Label Scotch,raw_material,0.0,0.0,8.0,9.4,,1079.6,215.92000000000002,USD
Dewatsuru Kimoto Junmai Sake,raw_material,0.0,0.0,4.625,6.5,,450.81499999999994,90.163,USD
Di Majo Norante Sangiovese,raw_material,0.0,0.0,3.8,7.6,,208.81,41.762,USD
Di Padrino Dry Vermouth,raw_material,0.0,0.0,4.777777777777778,8.11111111111111,,343.57,68.714,USD
Di Padrino Sweet Vermouth,raw_material,0.0,0.0,5.846153846153846,8.23076923076923,,607.24,121.44800000000001,USD
DiSaronno 3/50mls Pack,raw_material,0.0,0.0,4.5,7.4,,292.27500000000003,58.45500000000001,USD
DiSaronno Cavalli Collection,raw_material,0.0,0.0,1.71875,6.875,,357.225,71.44500000000001,USD
DiSaronno Etro Icon VAP,raw_material,0.0,0.0,1.5,8.2,,149.925,29.985,USD
DiSaronno Rsva Ltd Edition,raw_material,0.0,0.0,2.8076923076923075,9.0,,12774.635,2554.927,USD
Diamond Creek Red Rock Cab S,raw_material,0.0,0.0,1.25,7.25,,1124.95,224.99,USD
Diamond Crk Cab Svgn Volcanc,raw_material,0.0,0.0,1.25,7.25,,1124.95,224.99,USD
Diamond Crk Gravelly Cab Svg,raw_material,0.0,0.0,1.5,6.5,,674.97,134.994,USD
Dibon Cava Brut Rsv,raw_material,0.0,0.0,8.692307692307692,7.615384615384615,,1340.37,268.074,USD
Dibon Cava Rosado,raw_material,0.0,0.0,6.2,6.2,,863.38,172.67600000000002,USD
Dictador 12 Yr Rum,raw_material,0.0,0.0,5.0,8.428571428571429,,1049.6499999999999,209.93,USD
Dictador 20 Yr Rum,raw_material,0.0,0.0,21.5,8.0,,1289.785,257.95700000000005,USD
Dieberg Santa Maria V Pnt Nr,raw_material,0.0,0.0,9.444444444444445,5.555555555555555,,3229.15,645.83,USD
Dievole Chianti Classico,raw_material,0.0,0.0,9.0,8.944444444444445,,2752.38,550.476,USD
Diora Pnt Nr,raw_material,0.0,0.0,3.75,8.0,,187.42499999999998,37.485,USD
Diplomatico Venezln Rsva Rum,raw_material,0.0,0.0,3.3983050847457625,7.745762711864407,,7015.495,1403.0990000000002,USD
Diplome Dry Gin,raw_material,0.0,0.0,3.2916666666666665,7.416666666666667,,3079.8149999999996,615.963,USD
Diseno Malbec Mendoza,raw_material,0.0,0.0,5.5,10.0,,263.78000000000003,52.756,USD
Diseno Red Blend Mendoza,raw_material,0.0,0.0,8.4,8.8,,1007.16,201.43200000000002,USD
Distroya Spiced Liqueur,raw_material,0.0,0.0,8.5,7.0,,152.915,30.583,USD
Diva Platinum Citrus Infused,raw_material,0.0,0.0,3.3783783783783785,7.891891891891892,,3498.75,699.75,USD
Djinn Spirits Gin,raw_material,0.0,0.0,5.433333333333334,8.133333333333333,,2659.185,531.837,USD
Dolin Dry White Vermouth,raw_material,0.0,0.0,4.875,8.25,,545.61,109.12200000000001,USD
Dolin Sweet Red Vermouth,raw_material,0.0,0.0,6.1,8.3,,853.39,170.678,USD
Dolin Sweet White Vermouth,raw_material,0.0,0.0,6.0,5.0,,83.94,16.788,USD
Dom Anderson Chard,raw_material,0.0,0.0,12.0,8.0,,479.88,95.976,USD
Dom Billaud Simon Chablis 14,raw_material,0.0,0.0,7.214285714285714,8.0,,1362.995,272.599,USD
Dom Bousquet Cab Svgn Mendza,raw_material,0.0,0.0,11.1,7.0,,609.945,121.989,USD
Dom Bousquet Cab Svgn Rsv,raw_material,0.0,0.0,5.5,6.75,,703.56,140.71200000000002,USD
Dom Bousquet Chardonnay,raw_material,0.0,0.0,7.35,6.9,,807.765,161.553,USD
Dom Bousquet Malbec Mendoza,raw_material,0.0,0.0,8.11111111111111,7.0,,802.27,160.454,USD
Dom Bousquet Pnt Nr Rsv,raw_material,0.0,0.0,5.833333333333333,6.666666666666667,,306.825,61.365,USD
Dom Cachot Monot Ct Nuits,raw_material,0.0,0.0,3.75,9.0,,202.42499999999998,40.48499999999999,USD
Dom Carneros Brut,raw_material,0.0,0.0,8.136363636363637,7.2727272727272725,,2169.605,433.921,USD
Dom Carneros Pnt Nr Napa Vly,raw_material,0.0,0.0,8.2,7.6,,901.5899999999999,180.318,USD
Dom Ch Moreau Chablis 14 Cls,raw_material,0.0,0.0,1.8333333333333333,9.333333333333334,,423.445,84.68900000000001,USD
Dom Ch Moreau Chablis 14 Val,raw_material,0.0,0.0,5.5,5.0,,1495.56,299.112,USD
Dom Chandon 00 Carnrs Pnt Nr,raw_material,0.0,0.0,6.0,4.0,,137.94,27.588,USD
Dom Chandon Blanc de Noir C,raw_material,0.0,0.0,25.09375,7.625,,5616.985,1123.3970000000002,USD
Dom Chandon Brut,raw_material,0.0,0.0,7.333333333333333,8.333333333333334,,296.34000000000003,59.26800000000001,USD
Dom Chandon Brut Cuvee,raw_material,0.0,0.0,29.852941176470587,8.529411764705882,,7099.925,1419.9850000000001,USD
Dom Chandon Brut Spklg,raw_material,0.0,0.0,6.0,7.0,,59.94,11.988,USD
Dom Chandon Carneros Chard,raw_material,0.0,0.0,11.5,9.0,,252.885,50.577,USD
Dom Chandon Pinot Meunier,raw_material,0.0,0.0,11.25,6.5,,517.275,103.455,USD
Dom Chandon Rose Spklg,raw_material,0.0,0.0,9.120689655172415,8.068965517241379,,3605.8550000000005,721.171,USD
Dom Cherrier Sancerre,raw_material,0.0,0.0,6.861111111111111,7.75,,3965.5299999999997,793.106,USD
Dom Clape Cornas Rd,raw_material,0.0,0.0,1.0,5.0,,95.99,19.198,USD
Dom Clavel Languedoc,raw_material,0.0,0.0,8.125,10.5,,454.675,90.935,USD
Dom D'Andezon CdRhone Red,raw_material,0.0,0.0,6.125,8.25,,318.255,63.65100000000001,USD
Dom De La Janasse 13 Ch Pape,raw_material,0.0,0.0,14.5,4.333333333333333,,2609.5650000000005,521.913,USD
Dom Diochon Moulin-a-Vent,raw_material,0.0,0.0,9.125,10.375,,1313.27,262.654,USD
Dom Dionysos Charline CdR Bl,raw_material,0.0,0.0,2.125,9.0,,152.91499999999996,30.583,USD
Dom Faiv Cham Clos De Beze,raw_material,0.0,0.0,1.5,9.0,,458.985,91.79700000000001,USD
Dom Faiveley 14 St George AC,raw_material,0.0,0.0,5.0,9.142857142857142,,1714.65,342.93000000000006,USD
Dom Faiveley Chamber 14 Beze,raw_material,0.0,0.0,3.0,5.0,,881.97,176.394,USD
Dom Faiveley Corton-Charl 14,raw_material,0.0,0.0,3.0,9.0,,1289.94,257.988,USD
Dom Faiveley Mercry Rouge 14,raw_material,0.0,0.0,5.142857142857143,8.142857142857142,,899.64,179.928,USD
Dom Faiveley Mercurey 14 Bl,raw_material,0.0,0.0,3.625,8.166666666666666,,1174.065,234.813,USD
Dom Faiveley Nuits Porets 14,raw_material,0.0,0.0,3.0,5.0,,1154.85,230.96999999999997,USD
Dom Ferret Les Perrieres 14,raw_material,0.0,0.0,2.1,12.2,,493.395,98.67900000000002,USD
Dom Ferret Pouilly Fuisse,raw_material,0.0,0.0,7.9,7.266666666666667,,3672.3149999999996,734.463,USD
Dom Fond Croze CdR Serra Grd,raw_material,0.0,0.0,9.0,7.25,,467.64,93.528,USD
Dom Fond Croze La Croix Coq,raw_material,0.0,0.0,7.25,8.25,,521.7099999999999,104.34199999999998,USD
Dom Fond Croze Serre CdR Bl,raw_material,0.0,0.0,4.5,11.75,,269.82000000000005,53.964000000000006,USD
Dom Fontsainte Corbieres Gr,raw_material,0.0,0.0,7.4375,7.75,,832.405,166.481,USD
Dom Giraud 14 CdR Rouge,raw_material,0.0,0.0,7.833333333333333,6.333333333333333,,892.53,178.506,USD
Dom Gres St Vincent CdR Vlgs,raw_material,0.0,0.0,11.5,8.0,,91.885,18.377000000000002,USD
Dom Janasse Terre d'Argile,raw_material,0.0,0.0,3.0,9.0,,59.97,11.994,USD
Dom La Garrigue CDR Cuvee,raw_material,0.0,0.0,6.75,8.5,,215.865,43.173,USD
Dom La Suffrene Bandol Rose,raw_material,0.0,0.0,3.25,5.0,,168.935,33.787,USD
Dom Lafage Cote Est Blanc,raw_material,0.0,0.0,21.0,9.0,,251.79,50.358000000000004,USD
Dom Lafage Tess Carignan VV,raw_material,0.0,0.0,4.75,7.0,,123.405,24.681000000000004,USD
Dom Lafage Tessellae Cd Rous,raw_material,0.0,0.0,4.722222222222222,8.851851851851851,,1401.2250000000001,280.245,USD
